Name,URL,State,District,Party,Terms
"Representative Scalise, Steve",https://www.congress.gov/member/steve-scalise/S001176,Louisiana,1,Republican,"House: 2008-Present"
"Representative Schakowsky, Janice D.",https://www.congress.gov/member/janice-schakowsky/S001145,Illinois,9,Democratic,"House: 1999-Present"
"Representative Schiff, Adam B.",https://www.congress.gov/member/adam-schiff/S001150,California,28,Democratic,"House: 2001-Present"
"Representative Schmidt, Jean",https://www.congress.gov/member/jean-schmidt/S001164,Ohio,2,Republican,"House: 2005-2013"
"Senator Schumer, Charles E.",https://www.congress.gov/member/charles-schumer/S000148,"New York",,Democratic,"Senate: 1999-Present | House: 1981-1999"
"Representative Schwartz, Allyson Y.",https://www.congress.gov/member/allyson-schwartz/S001162,Pennsylvania,13,Democratic,"House: 2005-2015"
"Representative Scott, David",https://www.congress.gov/member/david-scott/S001157,Georgia,13,Democratic,"House: 2003-Present"
"Representative Scott, Robert C. ""Bobby""",https://www.congress.gov/member/robert-scott/S000185,Virginia,3,Democratic,"House: 1993-Present"
"Representative Sensenbrenner, F. James, Jr.",https://www.congress.gov/member/f-sensenbrenner/S000244,Wisconsin,5,Republican,"House: 1979-Present"
"Representative Serrano, Jose E.",https://www.congress.gov/member/jose-serrano/S000248,"New York",15,Democratic,"House: 1989-Present"
"Senator Sessions, Jeff",https://www.congress.gov/member/jeff-sessions/S001141,Alabama,,Republican,"Senate: 1997-2017"
"Representative Sessions, Pete",https://www.congress.gov/member/pete-sessions/S000250,Texas,32,Republican,"House: 1997-2019"
"Representative Sestak, Joe",https://www.congress.gov/member/joe-sestak/S001169,Pennsylvania,7,Democratic,"House: 2007-2011"
"Representative Shadegg, John B.",https://www.congress.gov/member/john-shadegg/S000275,Arizona,3,Republican,"House: 1995-2011"
"Representative Shays, Christopher",https://www.congress.gov/member/christopher-shays/S001144,Connecticut,4,Republican,"House: 1987-2009"
"Representative Shea-Porter, Carol",https://www.congress.gov/member/carol-shea-porter/S001170,"New Hampshire",1,Democratic,"House: 2007-2011, 2013-2015, 2017-2019"
"Senator Shelby, Richard C.",https://www.congress.gov/member/richard-shelby/S000320,Alabama,,Republican,"Senate: 1987-Present | House: 1979-1987"
"Representative Sherman, Brad",https://www.congress.gov/member/brad-sherman/S000344,California,30,Democratic,"House: 1997-Present"
"Representative Shimkus, John",https://www.congress.gov/member/john-shimkus/S000364,Illinois,15,Republican,"House: 1997-Present"
"Representative Shuler, Heath",https://www.congress.gov/member/heath-shuler/S001171,"North Carolina",11,Democratic,"House: 2007-2013"
"Representative Shuster, Bill",https://www.congress.gov/member/bill-shuster/S001154,Pennsylvania,9,Republican,"House: 2001-2019"
"Representative Simpson, Michael K.",https://www.congress.gov/member/michael-simpson/S001148,Idaho,2,Republican,"House: 1999-Present"
"Representative Sires, Albio",https://www.congress.gov/member/albio-sires/S001165,"New Jersey",8,Democratic,"House: 2005-Present"
"Representative Skelton, Ike",https://www.congress.gov/member/ike-skelton/S000465,Missouri,4,Democratic,"House: 1977-2011"
"Representative Slaughter, Louise McIntosh",https://www.congress.gov/member/louise-slaughter/S000480,"New York",25,Democratic,"House: 1987-2018"
"Representative Smith, Adam",https://www.congress.gov/member/adam-smith/S000510,Washington,9,Democratic,"House: 1997-Present"
"Representative Smith, Adrian",https://www.congress.gov/member/adrian-smith/S001172,Nebraska,3,Republican,"House: 2007-Present"
"Representative Smith, Christopher H.",https://www.congress.gov/member/christopher-smith/S000522,"New Jersey",4,Republican,"House: 1981-Present"
"Senator Smith, Gordon H.",https://www.congress.gov/member/gordon-smith/S001142,Oregon,,Republican,"Senate: 1997-2009"
"Representative Smith, Lamar",https://www.congress.gov/member/lamar-smith/S000583,Texas,21,Republican,"House: 1987-2019"
"Senator Snowe, Olympia J.",https://www.congress.gov/member/olympia-snowe/S000663,Maine,,Republican,"Senate: 1995-2013 | House: 1979-1995"
"Representative Snyder, Vic",https://www.congress.gov/member/victor-snyder/S000672,Arkansas,2,Democratic,"House: 1997-2011"
"Representative Solis, Hilda L.",https://www.congress.gov/member/hilda-solis/S001153,California,32,Democratic,"House: 2001-2009"
"Representative Souder, Mark E.",https://www.congress.gov/member/mark-souder/S001143,Indiana,3,Republican,"House: 1995-2010"
"Representative Space, Zachary T.",https://www.congress.gov/member/zachary-space/S001173,Ohio,18,Democratic,"House: 2007-2011"
"Senator Specter, Arlen",https://www.congress.gov/member/arlen-specter/S000709,Pennsylvania,,Democratic,"Senate: 1981-2011"
"Representative Speier, Jackie",https://www.congress.gov/member/jackie-speier/S001175,California,14,Democratic,"House: 2008-Present"
"Representative Spratt, John M., Jr.",https://www.congress.gov/member/john-spratt/S000749,"South Carolina",5,Democratic,"House: 1983-2011"
"Senator Stabenow, Debbie",https://www.congress.gov/member/deborah-stabenow/S000770,Michigan,,Democratic,"Senate: 2001-Present | House: 1997-2001"
"Representative Stark, Fortney Pete",https://www.congress.gov/member/pete-stark/S000810,California,13,Democratic,"House: 1973-2013"
"Representative Stearns, Cliff",https://www.congress.gov/member/cliff-stearns/S000822,Florida,6,Republican,"House: 1989-2013"
"Senator Stevens, Ted",https://www.congress.gov/member/theodore-stevens/S000888,Alaska,,Republican,"Senate: 1967-2009"
"Representative Stupak, Bart",https://www.congress.gov/member/bart-stupak/S001045,Michigan,1,Democratic,"House: 1993-2011"
"Representative Sullivan, John",https://www.congress.gov/member/john-sullivan/S001155,Oklahoma,1,Republican,"House: 2002-2013"
"Senator Sununu, John E.",https://www.congress.gov/member/john-sununu/S001078,"New Hampshire",,Republican,"Senate: 2003-2009 | House: 1997-2003"
"Representative Sutton, Betty",https://www.congress.gov/member/betty-sutton/S001174,Ohio,13,Democratic,"House: 2007-2013"
"Representative Tancredo, Thomas G.",https://www.congress.gov/member/thomas-tancredo/T000458,Colorado,6,Republican,"House: 1999-2009"
"Representative Tanner, John S.",https://www.congress.gov/member/john-tanner/T000038,Tennessee,8,Democratic,"House: 1989-2011"
"Representative Tauscher, Ellen O.",https://www.congress.gov/member/ellen-tauscher/T000057,California,10,Democratic,"House: 1997-2009"
"Representative Taylor, Gene",https://www.congress.gov/member/gene-taylor/T000074,Mississippi,4,Democratic,"House: 1989-2011"
"Representative Terry, Lee",https://www.congress.gov/member/lee-terry/T000459,Nebraska,2,Republican,"House: 1999-2015"
"Senator Tester, Jon",https://www.congress.gov/member/jon-tester/T000464,Montana,,Democratic,"Senate: 2007-Present"
"Senator Thomas, Craig",https://www.congress.gov/member/craig-thomas/T000162,Wyoming,,Republican,"Senate: 1995-2007 | House: 1989-1995"
"Representative Thompson, Bennie G.",https://www.congress.gov/member/bennie-thompson/T000193,Mississippi,2,Democratic,"House: 1993-Present"
"Representative Thompson, Mike",https://www.congress.gov/member/mike-thompson/T000460,California,5,Democratic,"House: 1999-Present"
"Representative Thornberry, Mac",https://www.congress.gov/member/william-thornberry/T000238,Texas,13,Republican,"House: 1995-Present"
"Senator Thune, John",https://www.congress.gov/member/john-thune/T000250,"South Dakota",,Republican,"Senate: 2005-Present | House: 1997-2003"
"Representative Tiahrt, Todd",https://www.congress.gov/member/todd-tiahrt/T000260,Kansas,4,Republican,"House: 1995-2011"
"Representative Tiberi, Patrick J.",https://www.congress.gov/member/patrick-tiberi/T000462,Ohio,12,Republican,"House: 2001-2018"
"Representative Tierney, John F.",https://www.congress.gov/member/john-tierney/T000266,Massachusetts,6,Democratic,"House: 1997-2015"
"Representative Towns, Edolphus",https://www.congress.gov/member/edolphus-towns/T000326,"New York",10,Democratic,"House: 1983-2013"
"Representative Tsongas, Niki",https://www.congress.gov/member/niki-tsongas/T000465,Massachusetts,3,Democratic,"House: 2007-2019"
"Representative Turner, Michael R.",https://www.congress.gov/member/michael-turner/T000463,Ohio,10,Republican,"House: 2003-Present"
"Senator Udall, Mark",https://www.congress.gov/member/mark-udall/U000038,Colorado,,Democratic,"Senate: 2009-2015 | House: 1999-2009"
"Senator Udall, Tom",https://www.congress.gov/member/tom-udall/U000039,"New Mexico",,Democratic,"Senate: 2009-Present | House: 1999-2009"
"Representative Upton, Fred",https://www.congress.gov/member/fred-upton/U000031,Michigan,6,Republican,"House: 1987-Present"
"Senator Van Hollen, Chris",https://www.congress.gov/member/chris-van-hollen/V000128,Maryland,,Democratic,"Senate: 2017-Present | House: 2003-2017"
"Representative Velazquez, Nydia M.",https://www.congress.gov/member/nydia-velazquez/V000081,"New York",7,Democratic,"House: 1993-Present"
"Representative Visclosky, Peter J.",https://www.congress.gov/member/peter-visclosky/V000108,Indiana,1,Democratic,"House: 1985-Present"
"Senator Vitter, David",https://www.congress.gov/member/david-vitter/V000127,Louisiana,,Republican,"Senate: 2005-2017 | House: 1999-2005"
"Senator Voinovich, George V.",https://www.congress.gov/member/george-voinovich/V000126,Ohio,,Republican,"Senate: 1999-2011"
"Representative Walberg, Tim",https://www.congress.gov/member/tim-walberg/W000798,Michigan,7,Republican,"House: 2007-2009, 2011-Present"
"Representative Walden, Greg",https://www.congress.gov/member/greg-walden/W000791,Oregon,2,Republican,"House: 1999-Present"
"Representative Walsh, James T.",https://www.congress.gov/member/james-walsh/W000099,"New York",25,Republican,"House: 1989-2009"
"Representative Walz, Timothy J.",https://www.congress.gov/member/timothy-walz/W000799,Minnesota,1,Democratic,"House: 2007-2019"
"Representative Wamp, Zach",https://www.congress.gov/member/zach-wamp/W000119,Tennessee,3,Republican,"House: 1995-2011"
"Senator Warner, John",https://www.congress.gov/member/john-warner/W000154,Virginia,,Republican,"Senate: 1979-2009"
"Representative Wasserman Schultz, Debbie",https://www.congress.gov/member/debbie-wasserman-schultz/W000797,Florida,23,Democratic,"House: 2005-Present"
"Representative Waters, Maxine",https://www.congress.gov/member/maxine-waters/W000187,California,43,Democratic,"House: 1991-Present"
"Representative Watson, Diane E.",https://www.congress.gov/member/diane-watson/W000794,California,33,Democratic,"House: 2001-2011"
"Representative Watt, Melvin L.",https://www.congress.gov/member/melvin-watt/W000207,"North Carolina",12,Democratic,"House: 1993-2014"
"Representative Waxman, Henry A.",https://www.congress.gov/member/henry-waxman/W000215,California,33,Democratic,"House: 1975-2015"
"Senator Webb, Jim",https://www.congress.gov/member/james-webb/W000803,Virginia,,Democratic,"Senate: 2007-2013"
"Representative Weiner, Anthony D.",https://www.congress.gov/member/anthony-weiner/W000792,"New York",9,Democratic,"House: 1999-2011"
"Representative Welch, Peter",https://www.congress.gov/member/peter-welch/W000800,Vermont,,Democratic,"House: 2007-Present"
"Representative Weldon, Dave",https://www.congress.gov/member/dave-weldon/W000267,Florida,15,Republican,"House: 1995-2009"
"Representative Weller, Jerry",https://www.congress.gov/member/gerald-weller/W000273,Illinois,11,Republican,"House: 1995-2009"
"Representative Westmoreland, Lynn A.",https://www.congress.gov/member/lynn-westmoreland/W000796,Georgia,3,Republican,"House: 2005-2017"
"Representative Wexler, Robert",https://www.congress.gov/member/robert-wexler/W000314,Florida,19,Democratic,"House: 1997-2010"
"Senator Whitehouse, Sheldon",https://www.congress.gov/member/sheldon-whitehouse/W000802,"Rhode Island",,Democratic,"Senate: 2007-Present"
"Representative Whitfield, Ed",https://www.congress.gov/member/edward-whitfield/W000413,Kentucky,1,Republican,"House: 1995-2016"
"Senator Wicker, Roger F.",https://www.congress.gov/member/roger-wicker/W000437,Mississippi,,Republican,"Senate: 2007-Present | House: 1995-2007"
"Representative Wilson, Charles A.",https://www.congress.gov/member/charles-wilson/W000801,Ohio,6,Democratic,"House: 2007-2011"
"Representative Wilson, Heather",https://www.congress.gov/member/heather-wilson/W000789,"New Mexico",1,Republican,"House: 1997-2009"
"Representative Wilson, Joe",https://www.congress.gov/member/joe-wilson/W000795,"South Carolina",2,Republican,"House: 2001-Present"
"Representative Wittman, Robert J.",https://www.congress.gov/member/robert-wittman/W000804,Virginia,1,Republican,"House: 2007-Present"
"Representative Wolf, Frank R.",https://www.congress.gov/member/frank-wolf/W000672,Virginia,10,Republican,"House: 1981-2015"
"Representative Woolsey, Lynn C.",https://www.congress.gov/member/lynn-woolsey/W000738,California,6,Democratic,"House: 1993-2013"
"Representative Wu, David",https://www.congress.gov/member/david-wu/W000793,Oregon,1,Democratic,"House: 1999-2011"
"Senator Wyden, Ron",https://www.congress.gov/member/ron-wyden/W000779,Oregon,,Democratic,"Senate: 1996-Present | House: 1981-1996"
"Representative Wynn, Albert Russell",https://www.congress.gov/member/albert-wynn/W000784,Maryland,4,Democratic,"House: 1993-2008"
"Representative Yarmuth, John A.",https://www.congress.gov/member/john-yarmuth/Y000062,Kentucky,3,Democratic,"House: 2007-Present"
"Representative Young, C. W. Bill",https://www.congress.gov/member/c-w-young/Y000031,Florida,13,Republican,"House: 1971-2013"
"Representative Young, Don",https://www.congress.gov/member/don-young/Y000033,Alaska,,Republican,"House: 1973-Present"
