Name,URL,State,District,Party,Terms
"Representative Scott, David",https://www.congress.gov/member/david-scott/S001157,Georgia,13,Democratic,"House: 2003-Present"
"Representative Scott, Robert C. ""Bobby""",https://www.congress.gov/member/robert-scott/S000185,Virginia,3,Democratic,"House: 1993-Present"
"Senator Scott, Tim",https://www.congress.gov/member/tim-scott/S001184,"South Carolina",,Republican,"Senate: 2013-Present | House: 2011-2013"
"Representative Sensenbrenner, F. James, Jr.",https://www.congress.gov/member/f-sensenbrenner/S000244,Wisconsin,5,Republican,"House: 1979-Present"
"Representative Serrano, Jose E.",https://www.congress.gov/member/jose-serrano/S000248,"New York",15,Democratic,"House: 1989-Present"
"Senator Sessions, Jeff",https://www.congress.gov/member/jeff-sessions/S001141,Alabama,,Republican,"Senate: 1997-2017"
"Representative Sessions, Pete",https://www.congress.gov/member/pete-sessions/S000250,Texas,32,Republican,"House: 1997-2019"
"Representative Sewell, Terri A.",https://www.congress.gov/member/terri-sewell/S001185,Alabama,7,Democratic,"House: 2011-Present"
"Senator Shaheen, Jeanne",https://www.congress.gov/member/jeanne-shaheen/S001181,"New Hampshire",,Democratic,"Senate: 2009-Present"
"Senator Shelby, Richard C.",https://www.congress.gov/member/richard-shelby/S000320,Alabama,,Republican,"Senate: 1987-Present | House: 1979-1987"
"Representative Sherman, Brad",https://www.congress.gov/member/brad-sherman/S000344,California,30,Democratic,"House: 1997-Present"
"Representative Shimkus, John",https://www.congress.gov/member/john-shimkus/S000364,Illinois,15,Republican,"House: 1997-Present"
"Representative Shuster, Bill",https://www.congress.gov/member/bill-shuster/S001154,Pennsylvania,9,Republican,"House: 2001-2019"
"Representative Simpson, Michael K.",https://www.congress.gov/member/michael-simpson/S001148,Idaho,2,Republican,"House: 1999-Present"
"Senator Sinema, Kyrsten",https://www.congress.gov/member/kyrsten-sinema/S001191,Arizona,,Democratic,"Senate: 2019-Present | House: 2013-2019"
"Representative Sires, Albio",https://www.congress.gov/member/albio-sires/S001165,"New Jersey",8,Democratic,"House: 2005-Present"
"Representative Slaughter, Louise McIntosh",https://www.congress.gov/member/louise-slaughter/S000480,"New York",25,Democratic,"House: 1987-2018"
"Representative Smith, Adam",https://www.congress.gov/member/adam-smith/S000510,Washington,9,Democratic,"House: 1997-Present"
"Representative Smith, Adrian",https://www.congress.gov/member/adrian-smith/S001172,Nebraska,3,Republican,"House: 2007-Present"
"Representative Smith, Christopher H.",https://www.congress.gov/member/christopher-smith/S000522,"New Jersey",4,Republican,"House: 1981-Present"
"Representative Smith, Jason",https://www.congress.gov/member/jason-smith/S001195,Missouri,8,Republican,"House: 2013-Present"
"Representative Smith, Lamar",https://www.congress.gov/member/lamar-smith/S000583,Texas,21,Republican,"House: 1987-2019"
"Representative Speier, Jackie",https://www.congress.gov/member/jackie-speier/S001175,California,14,Democratic,"House: 2008-Present"
"Senator Stabenow, Debbie",https://www.congress.gov/member/deborah-stabenow/S000770,Michigan,,Democratic,"Senate: 2001-Present | House: 1997-2001"
"Representative Stefanik, Elise M.",https://www.congress.gov/member/elise-stefanik/S001196,"New York",21,Republican,"House: 2015-Present"
"Representative Stewart, Chris",https://www.congress.gov/member/chris-stewart/S001192,Utah,2,Republican,"House: 2013-Present"
"Representative Stivers, Steve",https://www.congress.gov/member/steve-stivers/S001187,Ohio,15,Republican,"House: 2011-Present"
"Representative Stutzman, Marlin A.",https://www.congress.gov/member/marlin-stutzman/S001188,Indiana,3,Republican,"House: 2010-2017"
"Senator Sullivan, Dan ",https://www.congress.gov/member/dan-sullivan/S001198,Alaska,,Republican,"Senate: 2015-Present"
"Representative Swalwell, Eric",https://www.congress.gov/member/eric-swalwell/S001193,California,15,Democratic,"House: 2013-Present"
"Representative Takai, Mark",https://www.congress.gov/member/mark-takai/T000473,Hawaii,1,Democratic,"House: 2015-2016"
"Representative Takano, Mark",https://www.congress.gov/member/mark-takano/T000472,California,41,Democratic,"House: 2013-Present"
"Senator Tester, Jon",https://www.congress.gov/member/jon-tester/T000464,Montana,,Democratic,"Senate: 2007-Present"
"Representative Thompson, Bennie G.",https://www.congress.gov/member/bennie-thompson/T000193,Mississippi,2,Democratic,"House: 1993-Present"
"Representative Thompson, Glenn",https://www.congress.gov/member/glenn-thompson/T000467,Pennsylvania,15,Republican,"House: 2009-Present"
"Representative Thompson, Mike",https://www.congress.gov/member/mike-thompson/T000460,California,5,Democratic,"House: 1999-Present"
"Representative Thornberry, Mac",https://www.congress.gov/member/william-thornberry/T000238,Texas,13,Republican,"House: 1995-Present"
"Senator Thune, John",https://www.congress.gov/member/john-thune/T000250,"South Dakota",,Republican,"Senate: 2005-Present | House: 1997-2003"
"Representative Tiberi, Patrick J.",https://www.congress.gov/member/patrick-tiberi/T000462,Ohio,12,Republican,"House: 2001-2018"
"Senator Tillis, Thom",https://www.congress.gov/member/thomas-tillis/T000476,"North Carolina",,Republican,"Senate: 2015-Present"
"Representative Tipton, Scott  R.",https://www.congress.gov/member/scott-tipton/T000470,Colorado,3,Republican,"House: 2011-Present"
"Representative Titus, Dina",https://www.congress.gov/member/dina-titus/T000468,Nevada,1,Democratic,"House: 2009-2011, 2013-Present"
"Representative Tonko, Paul",https://www.congress.gov/member/paul-tonko/T000469,"New York",20,Democratic,"House: 2009-Present"
"Senator Toomey, Pat",https://www.congress.gov/member/pat-toomey/T000461,Pennsylvania,,Republican,"Senate: 2011-Present | House: 1999-2005"
"Representative Torres, Norma J.",https://www.congress.gov/member/norma-torres/T000474,California,35,Democratic,"House: 2015-Present"
"Representative Trott, David A.",https://www.congress.gov/member/david-trott/T000475,Michigan,11,Republican,"House: 2015-2019"
"Representative Tsongas, Niki",https://www.congress.gov/member/niki-tsongas/T000465,Massachusetts,3,Democratic,"House: 2007-2019"
"Representative Turner, Michael R.",https://www.congress.gov/member/michael-turner/T000463,Ohio,10,Republican,"House: 2003-Present"
"Senator Udall, Tom",https://www.congress.gov/member/tom-udall/U000039,"New Mexico",,Democratic,"Senate: 2009-Present | House: 1999-2009"
"Representative Upton, Fred",https://www.congress.gov/member/fred-upton/U000031,Michigan,6,Republican,"House: 1987-Present"
"Representative Valadao, David G.",https://www.congress.gov/member/david-valadao/V000129,California,21,Republican,"House: 2013-2019"
"Senator Van Hollen, Chris",https://www.congress.gov/member/chris-van-hollen/V000128,Maryland,,Democratic,"Senate: 2017-Present | House: 2003-2017"
"Representative Vargas, Juan",https://www.congress.gov/member/juan-vargas/V000130,California,51,Democratic,"House: 2013-Present"
"Representative Veasey, Marc A.",https://www.congress.gov/member/marc-veasey/V000131,Texas,33,Democratic,"House: 2013-Present"
"Representative Vela, Filemon",https://www.congress.gov/member/filemon-vela/V000132,Texas,34,Democratic,"House: 2013-Present"
"Representative Velazquez, Nydia M.",https://www.congress.gov/member/nydia-velazquez/V000081,"New York",7,Democratic,"House: 1993-Present"
"Representative Visclosky, Peter J.",https://www.congress.gov/member/peter-visclosky/V000108,Indiana,1,Democratic,"House: 1985-Present"
"Senator Vitter, David",https://www.congress.gov/member/david-vitter/V000127,Louisiana,,Republican,"Senate: 2005-2017 | House: 1999-2005"
"Representative Wagner, Ann",https://www.congress.gov/member/ann-wagner/W000812,Missouri,2,Republican,"House: 2013-Present"
"Representative Walberg, Tim",https://www.congress.gov/member/tim-walberg/W000798,Michigan,7,Republican,"House: 2007-2009, 2011-Present"
"Representative Walden, Greg",https://www.congress.gov/member/greg-walden/W000791,Oregon,2,Republican,"House: 1999-Present"
"Representative Walker, Mark",https://www.congress.gov/member/mark-walker/W000819,"North Carolina",6,Republican,"House: 2015-Present"
"Representative Walorski, Jackie",https://www.congress.gov/member/jackie-walorski/W000813,Indiana,2,Republican,"House: 2013-Present"
"Representative Walters, Mimi",https://www.congress.gov/member/mimi-walters/W000820,California,45,Republican,"House: 2015-2019"
"Representative Walz, Timothy J.",https://www.congress.gov/member/timothy-walz/W000799,Minnesota,1,Democratic,"House: 2007-2019"
"Senator Warner, Mark R.",https://www.congress.gov/member/mark-warner/W000805,Virginia,,Democratic,"Senate: 2009-Present"
"Senator Warren, Elizabeth",https://www.congress.gov/member/elizabeth-warren/W000817,Massachusetts,,Democratic,"Senate: 2013-Present"
"Representative Wasserman Schultz, Debbie",https://www.congress.gov/member/debbie-wasserman-schultz/W000797,Florida,23,Democratic,"House: 2005-Present"
"Representative Waters, Maxine",https://www.congress.gov/member/maxine-waters/W000187,California,43,Democratic,"House: 1991-Present"
"Representative Watson Coleman, Bonnie",https://www.congress.gov/member/bonnie-watson-coleman/W000822,"New Jersey",12,Democratic,"House: 2015-Present"
"Representative Weber, Randy K., Sr.",https://www.congress.gov/member/randy-weber/W000814,Texas,14,Republican,"House: 2013-Present"
"Representative Webster, Daniel",https://www.congress.gov/member/daniel-webster/W000806,Florida,11,Republican,"House: 2011-Present"
"Representative Welch, Peter",https://www.congress.gov/member/peter-welch/W000800,Vermont,,Democratic,"House: 2007-Present"
"Representative Wenstrup, Brad R.",https://www.congress.gov/member/brad-wenstrup/W000815,Ohio,2,Republican,"House: 2013-Present"
"Representative Westerman, Bruce",https://www.congress.gov/member/bruce-westerman/W000821,Arkansas,4,Republican,"House: 2015-Present"
"Representative Westmoreland, Lynn A.",https://www.congress.gov/member/lynn-westmoreland/W000796,Georgia,3,Republican,"House: 2005-2017"
"Senator Whitehouse, Sheldon",https://www.congress.gov/member/sheldon-whitehouse/W000802,"Rhode Island",,Democratic,"Senate: 2007-Present"
"Representative Whitfield, Ed",https://www.congress.gov/member/edward-whitfield/W000413,Kentucky,1,Republican,"House: 1995-2016"
"Senator Wicker, Roger F.",https://www.congress.gov/member/roger-wicker/W000437,Mississippi,,Republican,"Senate: 2007-Present | House: 1995-2007"
"Representative Williams, Roger",https://www.congress.gov/member/roger-williams/W000816,Texas,25,Republican,"House: 2013-Present"
"Representative Wilson, Frederica S.",https://www.congress.gov/member/frederica-wilson/W000808,Florida,24,Democratic,"House: 2011-Present"
"Representative Wilson, Joe",https://www.congress.gov/member/joe-wilson/W000795,"South Carolina",2,Republican,"House: 2001-Present"
"Representative Wittman, Robert J.",https://www.congress.gov/member/robert-wittman/W000804,Virginia,1,Republican,"House: 2007-Present"
"Representative Womack, Steve",https://www.congress.gov/member/steve-womack/W000809,Arkansas,3,Republican,"House: 2011-Present"
"Representative Woodall, Rob",https://www.congress.gov/member/rob-woodall/W000810,Georgia,7,Republican,"House: 2011-Present"
"Senator Wyden, Ron",https://www.congress.gov/member/ron-wyden/W000779,Oregon,,Democratic,"Senate: 1996-Present | House: 1981-1996"
"Representative Yarmuth, John A.",https://www.congress.gov/member/john-yarmuth/Y000062,Kentucky,3,Democratic,"House: 2007-Present"
"Representative Yoder, Kevin",https://www.congress.gov/member/kevin-yoder/Y000063,Kansas,3,Republican,"House: 2011-2019"
"Representative Yoho, Ted S.",https://www.congress.gov/member/ted-yoho/Y000065,Florida,3,Republican,"House: 2013-Present"
"Representative Young, David",https://www.congress.gov/member/david-young/Y000066,Iowa,3,Republican,"House: 2015-2019"
"Representative Young, Don",https://www.congress.gov/member/don-young/Y000033,Alaska,,Republican,"House: 1973-Present"
"Senator Young, Todd",https://www.congress.gov/member/todd-young/Y000064,Indiana,,Republican,"Senate: 2017-Present | House: 2011-2017"
"Representative Zeldin, Lee M.",https://www.congress.gov/member/lee-zeldin/Z000017,"New York",1,Republican,"House: 2015-Present"
"Representative Zinke, Ryan K.",https://www.congress.gov/member/ryan-zinke/Z000018,Montana,,Republican,"House: 2015-2017"
